pid,Edad,Genero,idc1,idc2,idc3,idc4,idc5,idc6,idc7,idc8,idc9
12207,23,1,4,5,5,4,3,2,5,5,4
12208,49,1,7,7,7,7,7,6,7,7,6
12209,22,0,7,7,7,7,5,2,7,7,4
12210,21,1,5,5,4,4,4,2,5,5,5
12211,69,0,7,6,7,6,6,6,7,7,6
12212,48,1,6,4,6,2,6,5,4,4,4
12214,23,1,7,7,7,7,7,4,5,5,4
12215,22,0,4,4,4,4,4,4,4,4,4
12216,26,1,3,4,4,3,2,3,3,2,1
12217,28,0,2,2,7,5,1,5,,,
12218,66,1,4,4,4,4,4,4,4,4,4
12219,42,1,,,,,,,,,
12221,35,1,6,6,7,6,5,5,5,6,5
12222,33,1,1,2,2,2,3,2,2,2,3
12223,32,1,6,6,6,6,6,6,4,4,4
12224,45,1,5,5,5,5,5,5,4,4,4
12225,32,1,7,7,7,4,7,4,7,7,7
12226,28,1,5,5,5,6,5,1,4,5,4
12227,28,1,5,6,5,5,4,4,6,5,3
12229,18,0,7,7,7,7,7,7,7,7,7
12230,48,0,5,5,5,5,5,5,3,4,3
12231,18,0,4,4,4,4,4,4,4,4,4
12232,19,1,7,7,7,6,7,6,7,7,6
12233,18,0,6,7,6,6,6,6,6,6,6
12234,20,1,5,6,6,6,5,5,5,5,5
12235,25,1,5,5,5,5,5,4,6,5,4
12236,19,1,7,7,7,7,7,7,7,5,5
12237,22,1,6,5,7,6,6,6,5,6,4
12238,18,0,7,7,7,7,7,7,7,7,7
12239,66,0,5,6,6,5,5,5,5,5,4
12240,36,0,6,6,7,5,5,6,6,6,6
12241,40,1,3,5,4,4,4,1,4,5,3
12242,36,1,3,4,6,4,4,3,4,4,4
12243,52,1,6,7,7,6,6,6,6,7,7
12244,28,1,5,5,6,6,6,4,5,6,4
12245,30,1,6,6,6,6,5,6,6,6,4
12246,20,0,7,7,7,7,7,6,6,6,6
12247,20,0,7,7,7,7,7,7,7,7,7
12248,18,0,4,4,4,4,4,4,4,4,4
12249,19,0,7,7,7,7,7,7,7,7,7
12250,45,1,2,3,3,2,1,1,2,2,1
12251,29,1,3,5,5,5,5,3,6,3,4
12252,18,0,7,7,7,7,5,5,5,7,5
12253,18,0,6,7,7,7,6,4,6,6,4
12254,18,0,7,7,7,7,7,7,7,7,7
12255,18,0,7,7,7,7,7,5,7,7,7
12256,18,0,6,6,5,5,6,4,5,5,5
12257,18,0,7,7,7,7,7,5,7,7,7
12258,19,0,7,7,7,7,7,4,,,
12259,19,0,7,7,7,7,7,7,7,7,7
12260,31,0,7,7,7,6,7,6,7,7,7
12261,35,1,6,6,6,6,6,5,6,5,4
12262,52,1,6,7,7,6,6,6,6,7,7
12263,18,0,7,7,7,7,5,5,5,7,5
12264,19,1,6,6,7,5,4,4,5,3,4
12265,19,1,5,6,7,4,5,5,5,5,2
12266,49,1,6,6,7,6,6,5,5,5,4
12267,30,1,7,7,7,7,7,7,7,7,7
12268,25,0,7,6,6,7,6,7,6,7,7
12400,1,1,7,4,7,2,1,1,4,7,7
12401,1,1,7,7,7,7,7,4,7,7,4
12402,0,1,6,6,7,7,5,5,6,5,5
12403,1,1,6,7,7,7,7,4,4,5,5
12404,1,0,4,3,4,3,3,4,5,4,3
12405,1,0,4,4,4,2,3,2,4,4,2
12406,1,1,7,7,7,2,4,3,7,5,4
12407,1,1,6,7,7,7,4,4,7,4,4
12408,1,0,4,3,3,2,2,1,3,2,1
12409,1,1,2,6,7,4,4,3,2,4,1
12410,1,0,5,5,5,4,4,3,4,4,4
12411,1,1,7,7,7,7,7,7,7,7,7
12412,0,0,7,7,7,5,7,6,6,7,5
12413,1,0,6,6,7,6,6,5,6,6,7
12414,1,1,7,7,7,7,7,7,7,7,7
12415,0,1,4,7,6,4,4,4,5,4,1
12416,0,1,5,6,7,5,5,3,5,4,5
12417,1,0,6,7,7,6,6,6,7,6,6
12418,1,0,7,7,7,6,6,6,6,6,6
12419,1,1,5,7,7,5,5,5,7,5,5
12420,0,1,5,6,7,5,6,5,6,6,4
12421,1,1,6,7,7,7,6,6,7,7,6
12422,1,1,7,7,7,,6,6,6,6,3
12423,1,0,6,5,7,5,5,5,5,5,5
12424,1,1,6,5,5,6,6,4,5,5,3
12425,1,1,7,6,5,6,7,5,3,6,5
12426,1,1,7,7,7,7,5,5,7,7,5
12427,1,1,7,7,7,5,5,5,5,6,5
12428,1,0,5,5,6,6,6,7,6,6,6
12429,1,1,7,7,7,6,6,5,6,5,4
12430,1,1,5,7,7,4,4,1,7,5,1
12431,1,1,5,6,4,4,4,2,3,4,3
12432,0,0,7,7,7,7,7,4,7,7,7
12433,1,0,6,6,6,6,6,6,6,6,6
12434,1,1,4,4,6,5,4,4,5,5,2
12435,1,0,5,7,7,6,6,5,6,5,4
12436,1,1,4,7,7,4,4,1,7,4,7
12437,0,1,6,7,7,7,7,6,7,7,2
12438,1,1,7,7,7,7,5,4,5,7,6
12439,1,0,6,6,7,6,5,6,7,6,4
12440,0,1,4,4,7,7,7,4,4,4,4
12441,1,1,6,7,7,5,5,4,7,6,4
12442,1,1,5,6,7,5,5,4,5,5,4
12443,0,0,2,2,2,1,3,1,2,1,1
12444,0,1,2,5,1,2,3,4,4,1,2
12445,0,1,5,5,5,5,5,4,4,4,3
12446,1,0,4,4,4,4,4,4,4,4,4
12447,1,1,4,7,7,4,4,7,7,4,4
12448,0,0,5,4,2,5,5,5,4,6,6
12449,0,1,5,4,7,5,5,4,4,6,4
12450,1,0,7,7,7,7,5,5,7,7,7
12451,1,1,7,6,7,6,6,5,5,6,5
12452,0,1,5,5,7,5,6,4,4,5,2
12453,1,0,6,6,7,4,4,4,4,4,4
12454,1,1,5,5,7,4,4,4,7,5,5
12455,1,1,6,5,5,4,6,3,6,4,5
12456,1,0,7,6,7,5,5,3,5,6,3
12457,1,1,4,5,7,5,5,1,5,5,1
12458,1,1,7,7,7,6,6,5,6,6,5
12459,1,0,5,5,5,5,5,4,5,5,4
12460,1,1,7,7,7,7,7,5,6,6,7
12461,1,1,6,5,7,5,5,5,7,5,5
12462,1,1,4,6,6,5,5,4,6,5,6
12463,1,1,5,5,7,4,4,3,3,6,3
12464,0,1,7,7,7,7,7,7,4,7,7
12465,1,1,7,7,7,7,7,7,7,7,7
12466,1,0,6,6,5,4,4,5,5,5,2
12467,1,1,7,7,7,7,7,1,7,7,4
12468,1,1,5,7,7,6,7,7,7,7,5
12469,0,1,7,6,7,7,7,7,7,6,4
12470,1,1,7,7,7,7,5,5,5,4,5
12471,1,1,7,7,7,6,6,5,7,7,7
12472,0,1,2,2,2,4,2,2,2,2,1
12473,1,1,7,5,7,7,5,5,5,7,6
12474,1,0,7,7,7,6,7,5,7,7,7
12475,1,0,5,6,7,5,4,5,5,5,4
12476,0,1,5,6,7,5,5,5,7,6,5
12477,0,1,4,5,4,4,,3,5,4,3
12478,1,0,4,5,5,4,5,3,6,4,4
12479,1,0,6,7,7,5,5,4,6,6,6
12480,1,0,5,6,7,6,4,5,6,5,4
12481,1,1,5,5,6,4,5,5,5,5,5
12482,1,1,5,6,5,4,5,3,6,5,6
12483,1,1,5,6,6,6,5,5,7,6,4
12484,1,1,6,5,7,5,6,6,7,7,1
12485,0,0,5,6,7,6,6,5,7,6,5
12486,0,1,6,6,6,6,6,5,6,6,2
12487,1,1,3,6,4,2,3,1,4,3,1
12488,1,1,7,7,7,7,7,6,7,7,7
12489,1,1,6,6,6,6,6,5,6,6,5
12490,1,1,5,5,7,5,5,3,7,5,6
12491,0,1,4,7,7,5,5,2,4,5,3
12492,1,0,1,4,2,3,3,3,4,3,3
12493,0,1,6,6,7,7,4,2,6,6,7
12494,1,1,6,6,6,4,5,3,4,4,3
12495,1,1,5,7,7,5,7,5,7,7,5
12496,0,1,7,7,1,7,7,1,7,6,7
12497,1,0,7,7,7,7,5,4,6,6,7
12498,0,1,7,6,7,7,5,5,5,6,6
12499,0,0,6,6,6,6,6,6,6,6,6
12500,0,1,6,5,7,5,5,4,5,7,6
12501,0,1,7,6,7,7,7,7,7,7,7
12502,0,0,7,7,7,7,7,7,7,7,4
12503,0,1,7,7,7,7,7,7,7,7,7
12504,1,1,4,6,7,4,3,2,6,4,1
12505,1,1,4,5,7,5,4,4,5,5,3
12506,1,1,6,7,7,7,6,5,6,7,4
12507,1,0,7,7,7,7,7,7,7,7,7
12508,0,1,6,7,7,5,4,5,5,5,4
12509,1,0,3,4,3,3,4,3,3,4,3
12510,1,0,3,5,5,4,4,4,4,4,4
12511,1,0,4,4,4,4,4,4,4,4,4
12512,0,0,3,3,3,3,3,3,3,3,3
12513,0,0,4,6,6,5,4,4,4,,4
13005,19,1,4,4,4,4,4,4,6,4,3
13006,21,0,6,6,6,6,6,6,5,6,4
13007,21,0,6,7,7,5,6,4,5,5,6
13008,23,0,6,3,6,4,2,4,6,5,6
13009,23,0,6,6,6,5,5,3,6,6,6
13010,21,0,7,7,7,7,7,7,7,7,7
13011,21,0,3,3,4,2,1,1,4,2,2
13012,21,0,7,7,7,7,7,5,7,7,7
13013,19,0,3,2,1,1,1,1,4,7,7
13014,19,0,4,4,4,1,4,1,4,1,1
13015,19,1,5,6,5,5,5,5,6,6,5
13016,20,0,5,7,6,5,4,4,5,5,5
13017,19,1,5,5,5,5,5,5,6,6,6
13018,18,1,4,5,5,6,6,5,6,5,4
13019,18,0,6,6,6,5,6,5,6,6,4
13020,18,0,4,4,4,4,4,4,5,3,4
13022,21,1,7,7,7,7,7,7,7,7,7
13023,20,0,5,6,6,4,6,4,6,7,5
13024,20,1,7,7,7,7,7,7,7,7,7
13025,40,1,6,6,6,6,5,5,6,6,6
13026,29,0,6,6,6,6,6,6,5,6,6
13027,47,0,5,5,5,5,5,5,5,5,5
13028,42,0,1,1,1,1,1,1,1,1,1
13029,33,1,7,7,7,7,7,7,7,7,7
13030,,0,7,7,7,7,7,7,7,7,7
13031,45,0,7,7,7,7,7,7,7,7,7
13032,28,1,6,7,7,6,6,5,6,6,6
13033,58,0,7,7,7,7,7,,7,7,7
13034,47,0,6,7,7,7,6,6,5,6,7
13035,18,0,4,6,6,6,3,1,4,5,2
13036,55,1,6,6,6,6,5,5,5,5,5
13037,60,0,7,7,7,7,6,7,7,7,7
13041,64,0,5,5,5,5,5,5,5,5,5
13042,55,0,6,6,6,6,6,6,5,6,6
13043,42,1,6,7,7,6,5,5,7,6,5
13044,48,0,4,4,4,4,3,2,5,5,6
13047,23,1,3,3,4,4,3,4,5,4,1
13051,19,1,7,7,7,5,5,5,4,6,5
13052,20,1,5,4,5,5,6,5,4,5,6
13053,19,1,7,6,7,6,6,5,6,7,7
13054,19,1,7,7,7,4,4,4,4,4,4
13055,19,1,5,5,5,5,5,5,5,5,5
13056,20,1,7,7,7,5,7,6,5,6,4
13057,19,1,6,6,6,4,4,3,4,5,4
13058,19,1,6,5,7,6,6,6,5,5,6
13059,29,0,7,7,7,7,5,7,7,7,6
13061,22,1,5,3,6,5,5,5,5,6,5
13062,24,0,3,5,5,4,4,3,2,3,4
13063,25,1,5,5,5,5,5,4,5,5,5
13064,24,0,5,5,5,5,5,5,5,5,5
13065,23,0,5,5,7,6,5,6,6,6,4
13066,25,1,7,7,7,7,6,6,7,7,6
13067,21,1,5,5,5,5,4,4,3,3,3
13068,22,1,5,7,6,6,6,6,6,6,6
13069,22,0,4,4,4,4,4,4,5,4,4
13070,22,1,7,5,7,5,4,3,6,7,6
13060,23,0,7,7,7,7,4,4,7,7,7
13071,20,0,4,6,5,4,5,3,6,5,5
13072,21,0,5,6,7,5,4,4,6,6,6
13073,19,0,7,7,7,7,4,3,6,3,4
13074,18,0,7,7,7,7,7,7,7,7,6
13075,20,0,2,3,1,2,2,2,7,5,4
13076,20,1,6,7,7,4,4,4,6,4,3
13077,20,0,6,6,6,5,5,4,5,6,6
13078,18,0,7,7,7,7,4,4,5,4,4
13079,46,0,4,4,4,4,4,4,7,7,7
13081,55,1,7,7,7,7,7,6,6,7,7
13082,30,0,5,6,6,6,5,5,5,5,5
13083,33,1,5,5,6,6,5,6,5,5,5
13084,60,1,4,5,3,3,3,3,3,3,1
13085,64,0,7,7,7,7,7,6,6,7,7
13086,61,0,7,7,7,6,6,5,6,6,7
13087,31,0,5,7,7,7,7,4,7,7,5
13088,59,0,7,7,7,7,7,7,6,7,7
13089,54,0,5,5,7,4,4,3,5,5,4
13090,46,0,5,6,6,5,5,5,5,5,5
13091,55,0,7,7,1,7,7,7,7,7,7
13092,56,0,7,3,7,7,6,5,4,7,4
13093,64,0,7,7,7,7,7,7,7,7,7
13094,33,0,6,5,7,6,6,6,6,6,6
13095,56,0,7,7,7,7,5,5,6,7,7
13096,59,0,7,7,7,7,7,5,7,7,7
13097,53,0,7,5,7,7,5,7,5,7,5
13098,47,0,5,4,4,4,4,5,4,4,4
13099,53,0,6,6,7,6,6,6,6,6,6
13100,43,0,6,7,6,5,5,3,6,5,3
13001,22,0,3,4,4,4,4,3,4,4,4
13002,22,1,5,5,7,5,5,2,4,5,5
13038,1,1,6,5,6,5,5,5,5,6,5
13039,29,0,7,7,7,6,5,1,7,6,4
13040,62,1,7,7,7,6,6,5,6,6,6
13045,43,1,7,7,7,7,7,7,7,7,7
13046,34,1,7,7,7,7,7,6,7,7,6
13080,41,1,7,7,7,7,7,7,7,7,7
13105,20,1,7,7,6,6,6,5,5,6,6
13106,46,1,7,7,7,7,7,7,7,7,7
13107,43,1,3,7,6,3,3,3,6,3,3
13108,31,1,1,3,3,1,1,1,2,3,4
13109,32,1,5,5,7,5,3,1,6,5,6
13101,57,1,6,6,6,6,6,6,7,7,6
13102,24,1,6,7,7,6,5,5,7,6,2
13103,26,1,5,7,5,4,4,1,5,4,1
13104,38,1,5,6,6,6,5,5,6,6,5
13110,32,1,6,7,7,7,5,5,7,6,6
13111,61,0,7,7,7,7,7,7,7,7,7
13112,27,0,7,3,7,3,3,3,7,7,3
13113,38,1,7,7,7,7,7,7,6,6,4
13114,22,1,5,4,7,5,5,4,5,6,4
13115,62,0,6,6,7,6,6,5,6,6,4
13116,46,1,7,7,7,7,7,7,6,6,7
13123,20,1,5,5,5,5,5,5,5,5,5
13124,20,1,7,5,7,4,4,3,5,5,4
13126,20,0,4,4,4,4,4,4,4,4,4
13128,20,1,4,4,4,4,4,4,4,4,4
13129,20,1,7,7,7,7,7,5,6,7,5
13130,22,0,6,6,6,6,5,5,6,6,6
13131,20,0,4,5,5,3,4,3,5,5,3
13132,19,1,5,5,7,3,5,2,7,6,4
13133,19,1,5,4,5,5,4,4,4,4,4
13134,18,0,4,4,6,4,6,1,5,4,1
13135,18,0,5,6,6,6,4,4,3,5,3
13136,18,1,5,7,7,5,5,5,6,6,6
13137,19,0,7,7,7,7,7,7,7,7,7
13138,20,0,6,6,6,6,5,6,7,6,4
13139,20,0,4,7,7,7,6,6,2,4,4
13140,18,0,6,5,7,6,7,6,7,7,6
13141,20,0,7,7,7,7,7,7,7,7,7
13142,19,0,7,7,7,7,7,7,7,7,4
13143,19,1,6,5,7,4,5,4,6,6,6
13144,20,1,7,7,7,7,7,7,4,5,5
13145,19,1,6,5,6,4,5,4,5,5,4
13146,19,1,7,6,7,6,6,6,6,6,6
13147,20,1,7,7,6,6,7,4,6,6,4
13148,21,1,7,7,7,7,7,7,7,7,7
13149,24,0,6,7,7,4,4,4,6,5,6
13150,19,1,6,5,6,5,4,4,5,6,4
13151,19,1,6,3,6,7,5,2,5,7,6
13152,20,0,6,5,6,5,5,4,5,5,4
13153,20,0,7,7,7,7,7,7,7,7,7
13154,20,0,7,6,7,6,6,6,7,6,4
13155,20,0,3,4,5,5,5,4,5,5,5
13156,19,1,5,7,5,5,5,4,6,5,5
13157,,0,3,5,5,5,5,5,5,5,5
13158,,0,1,7,1,1,4,1,6,1,1
13159,58,1,5,6,6,5,5,3,4,4,5
13160,19,0,4,5,4,1,5,1,4,4,1
13161,19,1,4,6,5,4,5,4,5,4,4
13162,19,1,7,5,5,4,3,4,5,5,4
13163,20,1,7,5,7,4,4,2,4,7,4
13164,26,0,6,5,6,4,4,2,7,7,7
13167,19,0,5,4,5,6,5,6,5,5,4
13169,19,0,3,5,4,4,4,4,7,5,1
13170,19,0,6,7,6,6,5,5,6,6,5
13171,20,0,5,5,6,5,5,4,5,6,5
13172,20,0,6,6,6,6,7,4,5,6,2
13173,21,0,5,6,6,6,5,4,5,5,4
13174,24,1,7,7,7,5,5,5,6,6,4
13176,20,1,6,5,6,6,5,5,7,6,5
13177,17,0,7,7,7,7,7,7,7,7,7
13178,19,0,6,6,7,5,4,4,5,5,7
13179,,1,6,5,5,5,5,5,7,6,5
13180,23,1,6,6,6,3,2,2,6,6,4
13181,21,1,5,6,7,5,6,6,6,5,5
13182,20,1,6,7,7,5,6,5,6,6,4
13183,17,1,7,6,7,7,5,7,6,7,5
13184,48,0,7,7,7,7,7,7,7,7,4
13185,19,0,6,6,5,5,6,5,6,5,5
13186,19,1,5,6,6,5,5,5,6,5,5
13187,23,0,1,3,2,5,2,4,3,5,3
13188,21,1,6,4,5,5,5,6,6,5,3
13189,22,0,7,7,7,7,7,7,7,7,7
13190,21,1,6,5,7,6,6,6,6,6,6
13125,20,0,5,4,7,4,5,5,4,5,6
13127,20,0,7,7,7,7,7,7,7,7,7
13196,24,0,5,5,5,5,4,4,4,5,5
13197,32,1,6,7,7,5,5,5,7,6,5
13199,24,1,6,6,7,4,3,1,7,6,4
13200,35,1,6,6,7,6,5,5,7,6,6
13201,24,1,7,7,7,7,7,5,7,7,4
13202,23,1,7,7,7,7,7,6,4,7,4
13203,59,1,7,7,7,7,7,7,7,7,7
13204,37,0,7,6,7,6,6,6,5,6,4
13400,27,0,7,7,7,7,7,7,7,7,7
13401,26,1,5,5,6,5,4,4,5,5,5
13402,27,0,6,7,7,7,7,5,6,6,5
13403,20,1,7,7,7,7,7,6,6,7,6
13404,26,1,7,7,7,5,6,4,7,7,1
13405,26,1,5,7,7,6,5,4,6,5,4
13406,26,1,4,7,7,3,3,1,5,5,1
13407,28,0,4,4,5,5,4,4,3,4,4
13408,25,1,7,7,7,5,6,4,7,6,4
13409,23,0,5,6,7,5,5,4,6,6,4
13410,36,1,7,7,7,7,5,4,7,7,7
13411,25,1,7,7,7,5,5,5,5,6,5
13412,18,1,6,6,6,6,5,5,5,5,3
13413,21,1,,6,6,4,4,4,5,5,5
13414,23,1,4,7,7,4,4,4,4,4,2
13415,26,1,7,7,7,7,7,7,7,7,7
13416,26,0,3,4,4,2,3,2,4,4,3
13417,25,1,6,7,6,4,5,5,5,6,5
13418,21,0,5,5,6,5,5,2,4,4,2
13419,25,1,5,6,6,6,5,4,6,6,6
13420,26,1,3,7,6,4,3,2,7,4,3
13421,37,0,7,5,7,6,5,5,7,7,4
13422,26,0,4,5,4,4,4,3,3,3,1
13423,23,1,5,7,7,5,7,4,4,6,4
13424,25,1,7,7,7,7,7,6,7,7,6
13425,29,0,6,5,6,4,3,2,2,5,3
13426,24,0,7,7,7,7,7,4,7,7,7
13427,19,1,6,6,7,7,6,6,6,6,4
13428,25,0,6,7,7,7,7,6,7,7,7
13429,25,0,7,7,7,7,7,7,,7,7
13430,26,1,5,7,7,5,5,4,6,5,3
13431,22,0,5,5,7,5,5,2,5,4,2
13432,24,1,6,6,6,6,4,4,5,6,4
13433,26,1,7,7,7,7,5,5,7,7,7
13434,50,1,7,7,7,7,7,7,7,7,1
13435,21,1,4,4,7,4,5,4,7,6,4
13436,20,1,2,6,6,6,6,3,4,4,4
13437,24,1,5,5,6,5,6,5,5,6,7
13438,25,1,7,7,7,7,7,7,7,7,7
13439,20,1,2,6,6,6,6,3,4,4,4
13440,22,1,5,6,6,6,5,5,5,5,5
13441,23,0,7,7,7,7,7,7,7,7,7
13442,26,0,4,4,4,4,4,4,4,4,2
13443,26,0,6,7,6,6,3,4,6,6,3
13444,24,0,4,6,7,6,4,3,5,5,3
13445,24,0,5,7,7,5,5,4,6,6,4
13446,0,1,4,5,6,4,5,3,6,4,5
13447,0,0,7,7,7,7,7,7,7,7,7
13448,20,1,4,4,6,5,4,3,4,4,3
13449,22,0,4,4,4,4,4,4,4,4,4
13450,30,1,5,4,4,4,4,2,4,4,2
13451,30,1,7,7,7,7,7,7,7,7,7
13452,49,1,7,7,7,7,7,7,7,7,7
13453,25,0,7,7,7,7,7,5,7,7,7
13454,27,1,4,7,7,4,6,2,5,5,3
13455,27,0,7,7,7,5,5,4,6,6,7
13456,24,1,6,6,6,6,6,4,6,6,5
13457,22,0,4,4,6,5,5,5,4,5,2
13458,24,1,5,4,7,7,6,4,4,4,4
13459,20,1,5,4,5,5,4,4,4,4,3
13460,23,1,7,7,7,7,7,5,7,7,7
13461,22,1,4,5,5,5,3,2,7,4,4
13462,27,1,4,7,7,4,5,3,4,5,2
13463,48,1,7,7,7,7,7,7,7,7,7
13464,24,1,5,7,7,4,5,3,6,6,5
13465,31,1,4,5,7,7,7,5,5,5,3
13466,25,1,4,4,5,4,4,4,4,4,4
13467,25,1,6,7,7,7,7,7,7,7,7
13468,27,0,5,2,7,6,1,1,4,4,4
13469,23,1,3,5,7,5,5,1,5,4,4
13470,31,1,4,4,4,4,4,4,4,4,3
13471,33,1,7,7,7,6,6,6,6,6,5
13472,40,0,1,7,7,3,3,1,7,4,1
13473,23,0,7,7,7,7,3,3,7,7,3
13474,,0,4,6,6,5,4,3,2,4,2
13475,45,1,7,7,7,5,6,5,7,6,4
13476,63,1,7,7,7,7,7,1,7,7,
13477,23,1,6,7,7,5,4,4,7,6,2
13478,26,1,6,6,6,6,6,5,5,5,6
13479,31,1,5,6,6,6,6,4,4,5,4
13480,46,1,7,7,7,7,7,5,7,7,6
13481,30,1,5,6,6,5,6,4,6,6,3
13482,51,0,5,5,4,4,4,4,3,4,4
13483,25,1,5,6,7,4,3,3,7,5,4
13484,25,0,4,3,5,4,3,2,3,4,4
