pid,age,sex,idm1,idm2,idm3,idm4,idm5,idm6,idm7,idm8,idm9
17256,23,1,4,4,4,4,3,4,4,4,4
17256,50,1,5,5,5,5,3,4,5,5,3
17257,73,1,4,4,4,4,4,4,4,4,4
17257,21,0,5,5,5,5,4,4,5,5,5
17258,24,0,3,3,3,3,3,3,3,3,1
17258,74,0,5,5,5,5,5,5,5,5,5
17259,21,0,3,3,3,2,3,3,4,3,4
17259,79,1,5,5,5,5,5,5,5,5,5
17260,21,1,4,4,4,4,3,4,3,4,3
17260,64,1,5,5,5,5,3,4,5,5,5
17261,26,0,4,3,5,3,2,4,4,4,5
17261,56,1,4,5,5,5,2,4,4,4,3
17262,21,1,5,5,5,5,5,5,5,5,5
17262,53,1,5,5,5,5,3,4,5,5,3
17263,21,0,3,3,4,3,2,3,3,3,3
17263,23,1,5,5,5,5,4,4,4,4,2
17264,22,0,3,3,3,3,3,3,3,3,3
17264,21,1,4,4,4,4,3,4,4,4,3
17265,20,1,5,5,5,5,5,5,5,5,4
17265,21,1,5,5,5,4,3,4,4,4,3
17266,21,1,5,4,5,3,3,4,4,4,3
17266,20,1,4,5,5,4,4,5,5,5,3
17267,20,0,4,4,4,4,4,4,4,4,3
17267,20,1,5,5,5,5,4,4,5,5,5
17268,25,1,5,5,5,5,5,5,5,5,5
17268,20,0,5,5,5,5,5,5,5,5,5
17269,27,1,3,4,3,3,2,4,3,4,3
17269,20,1,5,5,5,5,5,5,5,5,5
17270,20,1,5,5,5,5,4,5,5,4,4
17270,25,1,5,5,5,5,4,4,4,5,5
17271,22,1,4,4,4,4,4,4,4,4,4
17271,27,1,3,4,3,3,3,3,3,3,3
17272,22,1,5,4,5,4,3,3,4,4,4
17272,23,1,4,4,4,4,3,5,4,4,3
17273,23,1,5,5,5,5,5,5,5,5,5
17273,23,0,5,5,5,5,3,5,5,5,5
17274,22,1,5,3,4,3,5,3,3,4,5
17274,30,1,5,5,5,4,4,4,4,4,3
17275,25,1,5,5,5,5,5,5,5,5,5
17275,56,1,5,5,5,5,5,5,5,5,5
17276,51,1,5, ,5,4,4,4,4,4,5
17276,27,0,4,4,4,4,4,4,4,4,3
17277,23,0,4,4,5,5,4,4,4,4,4
17277,19,1,5,5,5,5,4,5,5,5,5
17278,23,0,3,3,4,3,3,3,3,3,3
17278,20,1,5,5,5,5,5,5,5,5,5
17279,23,1,5,5,5,5,5,5,5,5,5
17279,19,0,5,5,5,5,5,5,5,5,5
17280,20,0,4,4,4,4,3,4,4,4,5
17280,24,1,4,5,4,4,3,5,5,5,3
17281,20,0,5,5,5,5,5,5,5,4,5
17282,17,0,5,5,5,5,5,3,5,4,3
17283,21,1,5,5,5,5,5,5,5,5,5
17283,21,1,5,5,5,5,5,5,5,5,5
17284,19,0,3,3,2,3,1,4,4,4,5
17284,21,1,4,4,5,5,3,4,4,4,3
17285,20,1,5,5,5,5,4,4,5,5,5
17285,19,0,5,5,5,4,3,4,4,4,4
17286,20,1,5,5,5,5,3,4,4,4,3
17286,20,1,5,5,5,5,3,3,5,5,5
17287,23,1,4,4,4,4,3,4,4,4,3
17287,23,1,5,5,5,5,3,3,5,3,3
17288,20,1,4,4,4,4,2,3,3,2,3
17288,23,0,4,4,4,4,4,4,4,4,4
17289,22,0,5,1,5,5,4,3,4,5,4
17289,23,0,3,3,3,3,3,3,3,3,1
17290,22,0,3,4,3,4,4,3,3,4,3
17290,20,1,5,5,5,5,5,5,5,5,5
17291,21,1,5,5,5,5,5,5,5,5,5
17291,23,0,5,5,5,5,4,5,5,4,4
17292,24,1,4,3,2,2,1,3,4,1,1
17292,23,0,5,4,5,5,4,4,4,4,5
17293,22,0,5,4,5,5,4,4,4,4,3
17293,23,1,4,4,4,4,4,3,4,4,4
17294,21,1,5,5,5,5,3,3,5,3,1
17295,20,1,5,5,5,4,4,5,5,5,5
17296,24,0,4,5,4,3,3,4,4,4,3
17297,23,0,3,4,4,4,3,4,4,4,4
17297,23,1,5,5,5,5,5,5,5,5,5
17298,24,0,5,5,5,5,5,5,5,5,4
17298,24,0,3,5,5,3,3,3,3,4,1
17299,23,1,2,3,3,2,2,3,2,3,2
17299,23,1,4,4,4,4,3,4,4,5,5
17300,23,1,5,5,5,5,5,5,5,5,5
17300,25,1,5,5,5,5,5,4,5,5,5
17301,18,1,5,4,5,5,3,4,4,4,5
17301,22,1,5,5,5,5,5,5,5,5,3
17302,21,0,5,5,5,5,4,5,5,5,5
17302,23,0,5,5,5,4,4,5,5,5,3
17303,26,0,3,3,3,3,3,4,3,3,3
17303,21,1,1,3,1,4,1,4,1,5,1
17304,19,1,4,3,4,4,3,4,4,4,4
17304,21,1,3,3,3,3,3,3,3,3,3
17305,22,1,2,4,1,2,1,4,3,3,1
17305,19,1,5,5,5,5,5,5,5,5,5
17306,19,1,4,4,4,4,4,4,4,4,4
17306,21,0,5,5,5,5,5,5,5,5,5
17307,18,1,5,5,5,5,5,4,5,5,5
17307,23,0,5,5,5,5,5,5,5,5,5
17308,19,0,4,4,4,4,4,4,4,4,4
17308,24,1,3,4,4,4,3,5,4,4,3
17309,21,0,5,5,5,5,5,5,5,5,5
17309,20,1,1,5,1,3,3,4,3,3,1
17310,20,1,5,5,5,5,5,5,5,5,5
17310,21,1,4,5,5,5,3,3,4,4,4
17311,18,1,3,3,5,4,3,4,3,4,1
17311,56,1,5,5,5,5,4,5,5,4,4
17312,18,0,2,4,4,3,3,3,4,4,3
17312,55,1,5,5,5,5,5,5,5,5,5
17313,53,1,4,4,4,4,3,4,4,4,3
17313,18,0,5,5,5,5,5,5,5,4,5
17314,56,1,5,4,4,5,4,4,5,4,4
17314,20,0,4,4,4,4,3,4,4,4,4
17315,20,1,4,3,4,4,3,3,4,4,3
17316,61,1,5,5,5,5,5,5,5,5,5
17316,18,1,3,5,2,4,3,4,3,3,2
17317,50,1,5,5,5,5,3,5,5,4,3
17319,59,1,5,5,5,5,5,5,5,5,5
17320,66,1,4,4,4,4,4,4,4,4,4
17321,83,0,5,5,5,5,5,5,5,5,5
17322,82,1,4,4,4,4,4,4,4,4,4
17323,54,1,5,5,5,5,5,5,5,5,5
17324,62,0,4,4,4,4,4,4,5,5,5
17325,54,0,4,4,4,4,5,5,5,5,5
17326,69,1,4,4,4,4,4,4,4,4,5
17327,66,0,4,4,5,4,4,5,4,4,3
17328,64,1,4,4,5,4,4,5,4,4,3
17329,66,0,4,4,4,4,4,4,4,4,4
17330,64,1,5,4,5,5,5,5,5,5,5
17331,63,1,5,5,5,5,5,5,5,5,5
19001,18,1,5,5,5,5,5,5,5,5,5
19002,42,1,5,5,5,5,5,5,5,5,5
19003,27,1,5,5,5,5,5,5,5,5,5
19004,33,0,5,5,5,5,5,5,5,5,5
19005,38,1,5,5,5,5,5,5,5,5,5
19006,35,1,5,5,5,5,5,5,5,5,4
19007,55,1,5,5,5,5,5,5,5,5,4
19008,29,0,5,5,5,5,5,5,5,5,5
19009,29,1,5,5,5,5,5,5,5,5,5
19010,38,0,5,5,5,5,5,5,5,5,5
19011,28,0,5,5,5,5,4,4,5,5,4
19012,47,1,5,5,5,5,5,5,5,5,5
19013, ,1,3, ,4,5,3,4,5,3,4
19014,27,1,4,4,4,4,4,4,4,4,4
19015,33,0,4,4,4,4,4,4,4,4,4
19016,33,1,5,5,5,3,3,5,5,4,4
19017,36,1,5,5,5,5,4,4,4,4,4
19018,26,1,5,5,5,4,3,4,5,5,5
19019,25,0,5,5,4,4,3,5,5,5,3
19020,33,1,5,4,4,3,2,3,4,4,3
19021,28,1,4,5,5,5,3,3,4,4,4
19022,28,1,4,4,5,4,4,4,4,4,4
19023,18,1,5,5,5,5,5,5,5,5,5
19024,55,0,5,5,5,5,5,5,5,5,5
19025,57,1,5,5,5,5,5,5,5,5,5
19026,24,1,3,3,4,3,3,3,3,3,3
19027,24,0,4,4,4,4,3,4,5,5,3
19029,40,0,5,5,5,5,5,5,5,5,4
19030,27,1,4,4,4,3,3,4,4,4,4
19031,20,1,5,5,5,4,3,4,4,4,2
19032,31,0,4,4,4,4,4,4,4,4,4
19033,61,0,4,4,4,4,4,4,4,4,2
19034,36,0,5,5,5,5,5,5,5,5,5
19035,43,1,5,5,5,5,4,5,5,5,4
19036,37,1,5,5,5,5,5,5,5,5,5
19037,43,0,5,5,5,5,5,5,5,5,5
19038,27,0,5,5,5,5,2,5,5,5,2
19039,46,1,5,5,5,5,5,5,5,5,5
19040,26,1,5,5,5,5,5,5,5,5,5
19041,42,0,5,5,5,4,4,5,5,4,5
19042,41,1,1,1,1,1,1,1,1,1,1
19043,33,1,5,5,3,4,3,5,5,5,3
19044,47,0,4,5,5,4,4,5,4,4,3
19045,29,1,5,5,5,5,5,5,5,5,4
19046,76,0,5,5,5,5,5,5,5,5,5
19047,43,1,5,5,5,5,4,5,5,4,5
19048,25,1,5,5,5,5,4,5,5,4,5
19049,28,0,5,5,5,5,5,5,5,5,5
19050,21,1,5,5,5,5,5,5,5,5,5
19051,18,1,4,4,5,4,5,5,5,4,5
19052,30,1,5,5,5,5,5,5,5,5,3
19053,25,1,5,5,5,5,5,5,5,5,5
19054, ,0,4,4,5,4,5,5,4,4,4
19055,47,1,5,5,5,5,5,5,5,5,5
19056,27,1,4,4,4,4,3,4,4,3,3
19057,28,0,5,5,5,5,4,4,5,4,4
19058,29,0,3,3,3,3,1,3,3,1,1
19059,50,1,5,5,5,5,5,5,5,5,5
19060,38,1,5,5,5,5,5,5,5,5,5
19061,24,1,5,3,5,4,3,4,4,4,3
19062,45,1,4, ,5,5,4,5,4,3,3
19063,25,0,3,3,3,2,1,3,3,3,1
19064,29,1,4,5,5,2,1,3,4,4,1
19065,42,1,5,4,5,5,4,5,5,4,4
19066,48,1,5,5,5,5,5,4,5,5,5
19067,58,0,5,5,5,5,5,5,5,5,5
19068,27,0,5,5,5,5,5,5,5,5,5
19069,35,1,5,5,5,5,5,5,5,5,5
19070,44,0,5,5,5,5,5,5,5,5,5
19071,40,1,4,4,4,4,3,4,4,4,4
19072,40,1,4,5,5,4,3,4,4,4,4
19073,26,1,5,5,5,5,5,5,5,5,5
19074,45,1,5,5,5,5,5,5,5,5,5
19075,36,1,4,4,3,4,4,4,4,4,4
19076,39,1,5,5,5,4,3,4,4,5,5
19077,42,0,5,5,5,5,5,5,5,5,5
19078,32,1,5,5,5,5,5,5,5,5,5
19079,23,1,5,5,5,5,5,5,5,5,5
19080,40,0,5,5,5,5,3,3,5,5,5
19081,19,1,3,3,3,2,3,3,3,2,3
19082,41,0,5,5,5,5,5,5,5,5,3
19083,48,1,5,5,5,5,1,4, ,4,4
19084,30,1,4,5,4,4,3,5,4,4,3
19085,33,0,4,4,5,5,3,3,4,4,3
19086,50,1,5,5,5,5,5,5,5,5,5
19087,34,0,5,5,5,5,5,5,5,5,5
19088,25,1,3,5,5,4,4,3,4,4,3
19089,22,1,5,5,5,5,3,5,5,5,3
19090,58,1,5,5,5,5,5,5,5,5,5
19091,43,1,5,5,5,5,4,5,5,5,4
19092,34,1,5,5,5,5,5,5,5,5,5
19093,37,0,5,5,5,5,4,5,5,4,4
19094,44,0,5,5,5,5,5,5,5,5,5
19095,36,1,5,5,5,5,5,5,5,5,5
19096, ,0,5,5,5,5,5,5,5,5,5
19097,55,1,5,5,5,5,4,4,5,4,4
19098,19,1,5,5,5,5,3,4,4,4,4
19099,22,0,5,5,5,5,3,4,4,4,4
19100,18,1,5,5,5,5,5,5,5,5,5
19101,23,0,5,5,5,5,5,5,5,5,5
19102,20,0,3,4,4,3,2,4,4,4,3
19103,24,0,3,5,4,5,3,4,4,5,3
19106,18,1,5,5,5,4,4,4,5,5,5
19107,18,1,5,5,5,5,3,4,5,5,5
19108,18,1,5,5,5,5,5,5,5,5,5
19109,46,0,4,5,4,4,2,4,4,4,1
19110,44,1,5,4,5,5,4,4,5,4,3
19111,37,1,5,5,5,5,4,5,5,5,5
19112,46,0,3,5,4,4,5,5,4,5,4
19113,20,1,5,5,5,5,3,5,5,5,5
19114,20,1,5,4,5,5,3,4,5,2,3
19115,20,1,5,5,5,5,5,5,5,5,4
19116,29,1,3,4,2,3,2,4,3,3,2
19127,18,1,5,5,5,5,5,5,5,5,5
19128,18,1,3,3,4,4,4,3,3,3,4
19129,18,1,5,5,5,5,5,5,5,5,5
19130,43,1,3,4,2,2,1,5,4,4,1
19137,39,0,5,5,5,5,5,5,5,5,5
19138,31,0,5,5,5,5,5,5,5,5,5
19142,26,1,4,4,4,4,4,3,4,4,4
19143,55,0,5,5,5,5,5,5,5,5,5
19144,22,1,5,5,5,5,5,5,5,5,3
19145,18,1,5,5,5,5,5,5,5,5,5
19146,44,0,5,5,5,5,5,4,5,5,4
19147,63,1,4,4,5,5,4,4,4,4,5
19148,19,1,5,5,5,4,4,5,5,5,3
19149,38,1,5,5,5,5,4,5,5,5,4
19150,19,1,5,5,5,4,3,5,5,4,5
19151,40,0,5,5,5,5,4,3,5,5,5
19152,32,1,5,4,5,5,4,5,4,4,4
19153,20,1,5,5,5,3,4,5,5,5,2
19154,19,1,5,5,5,4,3,5,5,4,5
19155,19,1,4,3,5,4,3,3,4,3,5
19156,19,0,5,5,5,5,5,5,5,5,5
19157,60,1,5,5,5,5,5,5,5,5,5
19158,37,1,5,5,5,5,5,5,5,5,5
19159,24,0,4,4,4,3,3,3,3,3,1
19160,19,0,4,4,3,4,5,2,3,4,4
19161,21,1,5,5,5,5,5,5,5,5,5
19162,19,0,3,2,4,3,5,4,2,3,2
19163,18,1,5,5,5,5,5,5,5,5,5
19164,42,1,5,5,5,5,5,5,5,5,5
19165,41,0,4,4,4,4,3,4,4,4,5
19166,46,0,4,4,4,4,3,4,4,4,4
19167,48,1,5,5,5,5,4,4,5,5,5
19168,25,0,3,5,2,3,4,5,3,5,3
19169,55,0,5,5,5,5,5,5,5,5,5
19170,40,1,5,5,5,5,5,5,5,5,5
19172,22,0,5,5,5,5,5,5,5,5,5
19173,24,1,5,5,5,5,2,5,5,5,5
19174,34,1,4,3,5,4,4,4,4,3,3
19175,19,1,5,5,5,5,5,5,5,5,4
19176,48,1,5,5,5,5,5,5,5,5,5
19177,19,1,4,5,5,3,3,4,4,3,3
19178,26,1,5,5,5,5,5,5,5,5,5
19179,56,1,4,5,4,5,4,5,5,5,3
19181,42,1,4,4,4,5,4,4,4,3,3
19182,31,1,5,5,5,5,4,5,5,5,5
19184,19,0,5,5,5,5,5,5,5,5,5
19186,29,1,5,5,5,5,5,5,5,5,5
19187,33,1,4,5,5,5,4,5,5,5,5
19188,35,1,5,5,5,5,5,5,5,5,5
19189,37,1,5,5,5,5,4,4,5,5,4
19190,36,1,4,2,4,4,4,4,4,4,4
19192,33,0,5,5,5,5,5,5,5,5,5
19193,18,1,5,4,4,5,4,5,5,5,5
19195,72, ,5,5,5,5,5,5,5,5,5
19196,75,1,5,5,5,5,4,5,4,5,5
19197,51,1,4,5,5,5,5,5,5,5,5
19198,36,0,4,4,5,5,4,5,5,4,5
19199,33,0,5,5,5,5,5,5,5,5,5
19200,50,1,5,5,5,5,4,4,5,5,4
19201,42,1,4,4,4,4,4,4,4,4,4
19202,62,0,5,5,5,5,5,5,5,5,5
19203,19,0,5,5,5,5,5,5,5,5,5
19204,30,0,4,4,4,4,4,4,4,4,4
19205,27,1,5,5,5,5,5,5,5,5,5
19206,47,0,5,5,5,5,5,5,5,5,5
19207,33,1,5,5,5,5,4,5,5,5,3
19208,32,0,5,5,5,5,4,5,5,5,3
19209,32,0,5,5,5,5,5,5,5,5,5
19210,35,1,5,5,5,5,5,5,5,5,5
19211,47,0,5,5,5,5,5,5,5,5,5
19212,39,1,4,4,5,5,4,4,4,4,4
19213,25,1,5,5,5,5,3,5,5,3,5
19214,47,1,5,5,5,5,3,5,5,4,4
19215,33,1,5,5,5,5,5,5,5,5,5
19216,33,0,5,5,5,5,5,5,5,5,5
19217,44,1,5,5,5,5,4,4,4,4,5
19218,27,1,5,5,5,5,3,5,5,5,5
19219,24,1,5,5,5,5,5,5,5,5,5
19220,50,1,4,3,5,5,4,4,5,5,5
19221,18,1,5,5,5,3,1,5,5,3,4
19222,21,1,5,5,5,5,4,4,5,4,4
19223,40,0,5,5,5,5,3,5,5,4,3
19224,35,1,5,5,5,5,5,5,5,5,5
19225,34,1,4,4,4,4,3,4,4,4,4
19226,24,0,5,5,5,5,5,5,5,5,5
19227,29,0,5,5,5,5,5,5,5,5,5
19228,18,1,5,5,5,5,4,5,5,4,5
19229,28,0,5,4,5,4,4,4,4,4,5
19230,27,1,5,4,5,4,4,4,5,5,5
19231,39,1,4,4,4,3,2,3,3,3,3
19232,22,1,5,5,5,5,4,4,4,4,4
19234,29,1,5,5,5,5,5,5,5,5,5
19236,27,0,5,5,5,5,5,3,5,3,5
19237,25,1,5,4,5,5,5,5,5,5,5
19238,46,1,1,1,4,4,1,5,5,5,5
19239,30,1,1,1,1,4,2,4,4,3,5
19240,18,0,5,5,5,5,5,5,5,5,5
19241,53,1,5,5,5,5,5,5,5,5,5
19242,43,1,5,5,5,5,5,5,5,5,5
19243,34,1,5,5,5,5,5,5,5,5,5
19245,25,1,5,5,5,5,5,5,5,5,5
19246,26,1,5,5,5,5,5,5,5,5,5
19247,36,1,4,4,4,4,4,3,3,3,5
19249,28,0,5,5,5,5,5,5,5,5,5
19250,19,0,5,5,5,5,5,5,5,5,5
